수집시간,단지,구,동,거래유형,동번호,층,면적_계약,면적_전용,전용평,타입_m2,타입_평,보증금,월세,가격(억),제목,매물ID,매물URL
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,111동,저,140.26,110.66,33.47,140A,42A,50000,460,5.0,42추천 자연을품은 최고의뷰 방4 화2 올확장 풀에어컨,48559300,https://www.zigbang.com/home/apt/items/48559300
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,111동,중,141.08,110.44,33.41,141B,43B,40000,500,4.0,42추천 거실넓은타입 완벽한옵션구비 입주용이한 매물,48556541,https://www.zigbang.com/home/apt/items/48556541
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,405동,중,108.43,84.98,25.71,108G,33G,286000,0,28.6,33추천 급매물 입주 남향 동사이로 탁트인시야 풀에어컨,48556425,https://www.zigbang.com/home/apt/items/48556425
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,203동,저,110.1,84.99,25.71,110D,33D,283000,0,28.3,"33, 입주 급매, 남향, 커뮤니티근접 이용편리. 정원뷰",48555932,https://www.zigbang.com/home/apt/items/48555932
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,204동,저,110.1,84.99,25.71,110D,33D,283000,0,28.3,"33,입주 급매, 남향 파크밴드라인, 커뮤니티인접 이용편리",48555344,https://www.zigbang.com/home/apt/items/48555344
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,310동,고,61.37,39.1,11.83,61A,18A,201000,0,20.1,18급매 다주택입주매물 신혼강추 올확장 풀에어컨,48542298,https://www.zigbang.com/home/apt/items/48542298
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,402동,중,110.1,84.99,25.71,110D,33D,110000,70,11.0,"33, 남향, 역세권, 해누리, 햇볕 통풍 우수, ",48516565,https://www.zigbang.com/home/apt/items/48516565
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,108동,중,140.26,110.66,33.47,140A,42A,90000,240,9.0,"42, 탄천뷰, 해누리학군, 탁트인 탄천뷰, 풀에어컨",48516288,https://www.zigbang.com/home/apt/items/48516288
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,110동,중,140.26,110.66,33.47,140A,42A,80000,280,8.0,"42, 탁트인 탄천뷰, 풀에어컨, 해누리, 입주일 협의",48516229,https://www.zigbang.com/home/apt/items/48516229
2026-04-22 05:08:29,헬리오시티,송파구,가락동,charter,214동,저,84.1,59.96,18.14,84,25,105000,0,10.5,25강추 주인직접의뢰 남향탁트인뷰 올확장 풀에어컨,48514470,https://www.zigbang.com/home/apt/items/48514470
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,204동,중,110.1,84.99,25.71,110D,33D,50000,280,5.0,"33, 단지 중앙위치, 가락초, 커뮤니티 이용 편리",48506082,https://www.zigbang.com/home/apt/items/48506082
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,411동,중,110.1,84.99,25.71,110D,33D,105000,100,10.5,"33, 역세권, 가락초, 상가 인접 이용편리",48505471,https://www.zigbang.com/home/apt/items/48505471
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,401동,중,110.1,84.99,25.71,110D,33D,105000,100,10.5,"33, 역세권, 남향, 가락초, 햇볕, 통풍우수, ",48505149,https://www.zigbang.com/home/apt/items/48505149
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,402동,중,110.17,84.95,25.7,110F,33F,35000,320,3.5,"33, 역세권, 가락초, 주부선호 타입, 상가인접 편리",48505065,https://www.zigbang.com/home/apt/items/48505065
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,108동,중,126.35,99.6,30.13,126,38,310000,0,31.0,38추천급매 남향 채광조망최고 올확장 풀에어컨,48502942,https://www.zigbang.com/home/apt/items/48502942
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,415동,고,84.1,59.96,18.14,84,25,265000,0,26.5,25급매 다주택자 세안고매매 남향 탁트인뷰 풀에어컨 ,48488314,https://www.zigbang.com/home/apt/items/48488314
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,415동,중,84.1,59.96,18.14,84,25,265000,0,26.5,25 급매 입주가능매물 남향 올확장 풀에어컨,48488252,https://www.zigbang.com/home/apt/items/48488252
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,214동,중,84.1,59.96,18.14,84,25,10000,390,1.0,"33, 남향 판상형 , 햇살 통풍 굿, 컨디션 좋은 집",48477834,https://www.zigbang.com/home/apt/items/48477834
2026-04-22 05:08:29,헬리오시티,송파구,가락동,charter,216동,고,84.1,59.96,18.14,84,25,105000,0,10.5,"25, 남향 판상형, 햇살 가득 예쁜 집, 통풍도 굿",48477710,https://www.zigbang.com/home/apt/items/48477710
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,411동,중,110.17,84.95,25.7,110F,33F,60000,250,6.0,"33, 초역세권 지하철 1분컷, 상가인접 이용편리, ",48477571,https://www.zigbang.com/home/apt/items/48477571
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,208동,저,110.17,84.95,25.7,110F,33F,100000,100,10.0,"33, 해누리 남향, 커뮤니티 이용편리, 대치학원이동편리",48477498,https://www.zigbang.com/home/apt/items/48477498
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,206동,중,107.97,84.98,25.71,107A,32A,40000,320,4.0,"33, 남향 판상형, 햇살 통풍굿, 최상의 컨디션",48473217,https://www.zigbang.com/home/apt/items/48473217
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,207동,고,107.97,84.98,25.71,107A,32A,50000,300,5.0,"33, 남향 판상형, 해누리, 햇살 통풍굿, 커뮤니티 인접",48473153,https://www.zigbang.com/home/apt/items/48473153
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,206동,고,107.97,84.98,25.71,107A,32A,50000,300,5.0,"33 남향 판상형 햇볕, 통풍 굿, 커뮤니티 이용 편리",48451127,https://www.zigbang.com/home/apt/items/48451127
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,506동,중,61.37,39.1,11.83,61A,18A,5000,300,0.5,18귀한월세 역세권 좋은매물선점기회 융자무 풀에어컨,48448000,https://www.zigbang.com/home/apt/items/48448000
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,304동,중,107.97,84.98,25.71,107A,32A,286000,0,28.6,33 전세안고 갭투자가능 최적물건 남향 판상형 풀에어컨 ,48440781,https://www.zigbang.com/home/apt/items/48440781
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,309동,중,72.91,49.29,14.91,72C,22C,235000,0,23.5,21급매 입주가능물건 거실주방분리선호타입 올확장 풀에어컨,48437358,https://www.zigbang.com/home/apt/items/48437358
2026-04-22 05:08:29,헬리오시티,송파구,가락동,charter,111동,중,126.35,99.6,30.13,126,38,143000,0,14.3,38주인의뢰 남향 탁트인남한산성뷰 채광탁월 풀에어컨 올확장,48436975,https://www.zigbang.com/home/apt/items/48436975
2026-04-22 05:08:29,헬리오시티,송파구,가락동,charter,111동,중,141.08,110.44,33.41,141B,43B,192000,0,19.2,42p주인직접의뢰 탁트인탄천뷰 올확장 풀에어컨 장기거주가능,48436613,https://www.zigbang.com/home/apt/items/48436613
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,205동,중,108.43,84.98,25.71,108G,33G,40000,320,4.0,"33, 남향 판상형, 단지 중앙위치, 커뮤니티 이용 편리",48426454,https://www.zigbang.com/home/apt/items/48426454
2026-04-22 05:08:29,헬리오시티,송파구,가락동,charter,216동,저,84.1,59.96,18.14,84,25,103000,0,10.3,25추천 주인직접의뢰 살기편한동 올확장 풀에어컨,48424032,https://www.zigbang.com/home/apt/items/48424032
2026-04-22 05:08:29,헬리오시티,송파구,가락동,charter,216동,고,84.1,59.96,18.14,84,25,104000,0,10.4,25강추 주인직접의뢰 아이키우기좋아요 올확장 풀에어컨,48423202,https://www.zigbang.com/home/apt/items/48423202
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,207동,고,107.97,84.98,25.71,107A,32A,285000,0,28.5,"33, 다주택 급매, 남향 판상형, 햇볕 통풍 굿, ",48400140,https://www.zigbang.com/home/apt/items/48400140
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,218동,고,110.17,84.95,25.7,110F,33F,280000,0,28.0,"33, 다주택급매, 4베이 , 넓은 드레스룸, 주방인기",48400113,https://www.zigbang.com/home/apt/items/48400113
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,401동,고,109.73,84.98,25.71,109E,33E,283000,0,28.3,"33 다주택급매, 역세권 귀한 매물, 햇볕 통풍굿, ",48400057,https://www.zigbang.com/home/apt/items/48400057
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,406동,중,109.87,84.99,25.71,109C,33C,288000,0,28.8,33다주택급매 초역세권 풀에어컨 전세27년2월만기 선점기회,48315019,https://www.zigbang.com/home/apt/items/48315019
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,216동,고,84.1,59.96,18.14,84,25,10000,380,1.0,25주인의뢰 방3화2 정남향 탁트인뷰 올확장 풀에어컨 ,48313327,https://www.zigbang.com/home/apt/items/48313327
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,207동,중,109.87,84.99,25.71,109C,33C,20000,360,2.0,"33, 1년단기월세 ,7월말이후 입주, 풀옵션,가구등",48310353,https://www.zigbang.com/home/apt/items/48310353
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,205동,중,126.35,99.6,30.13,126,38,318000,0,31.8,"38초초급매 주인의뢰 깨끗한 인테리어, 좋은가격에선점할기회",48292167,https://www.zigbang.com/home/apt/items/48292167
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,314동,중,126.35,99.6,30.13,126,38,315000,0,31.5,38초급매 풀에어컨 주인직접의뢰 인테리어좋아요,48292041,https://www.zigbang.com/home/apt/items/48292041
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,514동,중,126.35,99.6,30.13,126,38,320000,0,32.0,38주인직접의뢰 급매물 세련된인테리어 방4개 선점기회,48292015,https://www.zigbang.com/home/apt/items/48292015
2026-04-22 05:08:29,헬리오시티,송파구,가락동,charter,216동,1,84.1,59.96,18.14,84,25,100000,0,10.0,"단지내 초,중학교 있으며 정남향임",223149,https://www.zigbang.com/home/apt/items/223149
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,213동,17,110.1,84.99,25.71,110D,33D,285000,0,28.5,"33, 남향 뻥뷰, 커뮤니티 이용편리, 대치학원이동 편리",48194935,https://www.zigbang.com/home/apt/items/48194935
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,310동,고,61.37,39.1,11.83,61A,18A,185000,0,18.5,"18, 귀한 입주 급매, 석촌시장 인접 편리, 상태굿",48128033,https://www.zigbang.com/home/apt/items/48128033
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,106동,고,110.17,84.95,25.7,110F,33F,290000,0,29.0,"33, 해누리 배정, 넓은 드레스룸, 주방인기, 탄천뷰",48054315,https://www.zigbang.com/home/apt/items/48054315
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,409동,고,84.1,59.96,18.14,84,25,20000,330,2.0,25강추월세 올확장 풀에어컨 빠른입주가능,47770850,https://www.zigbang.com/home/apt/items/47770850
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,513동,저,141.08,110.44,33.41,141B,43B,330000,0,33.0,"42 추천급매물, 남향거실양창구조, 숨은공간확장, 풀에어컨",47765234,https://www.zigbang.com/home/apt/items/47765234
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,402동,고,109.73,84.98,25.71,109E,33E,300000,0,30.0,33강추 초역세권 거실매우넓은선호타입 풀에어컨,47764035,https://www.zigbang.com/home/apt/items/47764035
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,517동,고,110.17,84.95,25.7,110F,33F,318000,0,31.8,33초역세권 주방거실선호타입 파크밴드뷰 올확장 풀에어컨,47662660,https://www.zigbang.com/home/apt/items/47662660
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,203동,고,110.1,84.99,25.71,110D,33D,285000,0,28.5,33강추 파크밴드  정남향 채광조망굿 올확장 풀에어컨,47637625,https://www.zigbang.com/home/apt/items/47637625
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,403동,고,110.17,84.95,25.7,110F,33F,285000,0,28.5,33귀한초특급역세권 거실주방넓은선호타입 올확장 풀에어컨,47623823,https://www.zigbang.com/home/apt/items/47623823
2026-04-22 05:08:29,헬리오시티,송파구,가락동,charter,304동,고,107.97,84.98,25.71,107A,32A,125000,0,12.5,33강추 정남향 채광조망굿 올학장 풀에어컨 가락초학군,47623727,https://www.zigbang.com/home/apt/items/47623727
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,213동,중,110.17,84.95,25.7,110F,33F,300000,0,30.0,33강추 주방거실구조넓은 선호타입 올확장 풀에어컨,47623531,https://www.zigbang.com/home/apt/items/47623531
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,202동,저,109.73,84.98,25.71,109E,33E,310000,0,31.0,33주인직접의뢰 거실삼면창 선호높은타입 올확장 풀에어컨,47623477,https://www.zigbang.com/home/apt/items/47623477
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,517동,중,110.17,84.95,25.7,110F,33F,310000,0,31.0,33초초역세권 생활매우편리한동 인테리어된집 풀에어컨,47616320,https://www.zigbang.com/home/apt/items/47616320
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,201동,중,110.1,84.99,25.71,110D,33D,310000,0,31.0,33주인직접의뢰 남향거실넓은구조 뷰맛집 풀에어컨 인테리어굿,47616240,https://www.zigbang.com/home/apt/items/47616240
2026-04-22 05:08:29,헬리오시티,송파구,가락동,rental,510동,12,84.1,59.96,18.14,84,25,30000,280,3.0,25초초역세권 인기평형 공원뷰 풀에어컨 가락초학군 장기거주,47616184,https://www.zigbang.com/home/apt/items/47616184
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,517동,저,110.1,84.99,25.71,110D,33D,315000,0,31.5,33주인의뢰 초초역세권 남향파크밴드뷰 올확장 풀에어컨,47616464,https://www.zigbang.com/home/apt/items/47616464
2026-04-22 05:08:29,헬리오시티,송파구,가락동,charter,411동,저,110.1,84.99,25.71,110D,33D,130000,0,13.0,33 초역세권 남향 아늑한 정원뷰 햇살통풍 굿 상가이용편리,46831695,https://www.zigbang.com/home/apt/items/46831695
2026-04-22 05:08:29,헬리오시티,송파구,가락동,trade,213동,중,110.1,84.99,25.71,110D,33D,330000,0,33.0,남향집.조망권 최고,46815166,https://www.zigbang.com/home/apt/items/46815166
2026-04-22 05:08:30,헬리오시티,송파구,가락동,trade,104동,고,140.26,110.66,33.47,140A,42A,332000,0,33.2,판상형확장형 방4개 해누리학군 송파책박물관 북한산롯데타워뷰,45447730,https://www.zigbang.com/home/apt/items/45447730
2026-04-22 05:08:30,헬리오시티,송파구,가락동,rental,309동,중,72.91,49.29,14.91,72C,22C,10000,280,1.0,"21, 입주협의, 스세권, 풀에어컨",48681914,https://www.zigbang.com/home/apt/items/48681914
2026-04-22 05:08:30,헬리오시티,송파구,가락동,trade,206동,고,107.97,84.98,25.71,107A,32A,312000,0,31.2,입주가능.로얄동층.앞트여뷰좋음.조용.조합원옵션 에어컨냉장고,48017751,https://www.zigbang.com/home/apt/items/48017751
